Date,Open,High,Low,Close,Volume,Adj Close
2011-07-22,48.35,48.35,48.35,48.35,000,45.95
2011-07-21,47.90,47.90,47.90,47.90,000,45.52
2011-07-20,47.97,47.97,47.97,47.97,000,45.59
2011-07-19,47.57,47.57,47.57,47.57,000,45.21
2011-07-18,47.93,47.93,47.93,47.93,000,45.55
2011-07-15,47.37,47.37,47.37,47.37,000,45.02
2011-07-14,46.89,46.89,46.89,46.89,000,44.56
2011-07-13,46.95,46.95,46.95,46.95,000,44.62
2011-07-12,45.43,45.43,45.43,45.43,000,43.18
2011-07-11,44.80,44.80,44.80,44.80,000,42.58
2011-07-08,45.63,45.63,45.63,45.63,000,43.37
2011-07-07,45.85,45.85,45.85,45.85,000,43.58
2011-07-06,45.52,45.52,45.52,45.52,000,43.26
2011-07-05,45.11,45.11,45.11,45.11,000,42.87
2011-07-01,44.53,44.53,44.53,44.53,000,42.32
2011-06-30,44.56,44.56,44.56,44.56,000,42.35
2011-06-29,44.17,44.17,44.17,44.17,000,41.98
2011-06-28,43.12,43.12,43.12,43.12,000,40.98
2011-06-27,42.53,42.53,42.53,42.53,000,40.42
2011-06-24,42.88,42.88,42.88,42.88,000,40.75
2011-06-23,43.71,43.71,43.71,43.71,000,41.54
2011-06-22,44.49,44.49,44.49,44.49,000,42.28
2011-06-21,44.18,44.18,44.18,44.18,000,41.99
2011-06-20,42.73,42.73,42.73,42.73,000,40.61
2011-06-17,42.76,42.76,42.76,42.76,000,40.64
2011-06-16,42.44,42.44,42.44,42.44,000,40.33
2011-06-15,43.41,43.41,43.41,43.41,000,41.26
2011-06-14,44.15,44.15,44.15,44.15,000,41.96
2011-06-13,43.52,43.52,43.52,43.52,000,41.36
2011-06-10,43.94,43.94,43.94,43.94,000,41.76
2011-06-09,44.71,44.71,44.71,44.71,000,42.49
2011-06-08,44.02,44.02,44.02,44.02,000,41.84
2011-06-07,45.17,45.17,45.17,45.17,000,42.93
2011-06-06,45.05,45.05,45.05,45.05,000,42.82
2011-06-03,45.91,45.91,45.91,45.91,000,43.63
2011-06-02,46.11,46.11,46.11,46.11,000,43.82
2011-06-01,46.35,46.35,46.35,46.35,000,44.05
2011-05-31,47.17,47.17,47.17,47.17,000,44.83
2011-05-27,46.60,46.60,46.60,46.60,000,44.29
2011-05-26,45.87,45.87,45.87,45.87,000,43.59
2011-05-25,45.62,45.62,45.62,45.62,000,43.36
2011-05-24,45.33,45.33,45.33,45.33,000,43.08
2011-05-23,44.60,44.60,44.60,44.60,000,42.39
2011-05-20,45.39,45.39,45.39,45.39,000,43.14
2011-05-19,45.10,45.10,45.10,45.10,000,42.86
2011-05-18,44.84,44.84,44.84,44.84,000,42.62
2011-05-17,44.15,44.15,44.15,44.15,000,41.96
2011-05-16,44.15,44.15,44.15,44.15,000,41.96
2011-05-13,44.27,44.27,44.27,44.27,000,42.07
2011-05-12,44.83,44.83,44.83,44.83,000,42.61
2011-05-11,45.37,45.37,45.37,45.37,000,43.12
2011-05-10,46.45,46.45,46.45,46.45,000,44.15
2011-05-09,46.59,46.59,46.59,46.59,000,44.28
2011-05-06,45.98,45.98,45.98,45.98,000,43.70
2011-05-05,45.62,45.62,45.62,45.62,000,43.36
2011-05-04,47.38,47.38,47.38,47.38,000,45.03
2011-05-03,47.90,47.90,47.90,47.90,000,45.52
2011-05-02,49.52,49.52,49.52,49.52,000,47.06
2011-04-29,50.47,50.47,50.47,50.47,000,47.97
2011-04-28,50.08,50.08,50.08,50.08,000,47.60
2011-04-27,50.07,50.07,50.07,50.07,000,47.59
2011-04-26,49.39,49.39,49.39,49.39,000,46.94
2011-04-25,49.83,49.83,49.83,49.83,000,47.36
2011-04-21,50.65,50.65,50.65,50.65,000,48.14
2011-04-20,49.84,49.84,49.84,49.84,000,47.37
2011-04-19,48.78,48.78,48.78,48.78,000,46.36
2011-04-18,48.49,48.49,48.49,48.49,000,46.08
2011-04-15,49.40,49.40,49.40,49.40,000,46.95
2011-04-14,49.52,49.52,49.52,49.52,000,47.06
2011-04-13,48.89,48.89,48.89,48.89,000,46.46
2011-04-12,48.99,48.99,48.99,48.99,000,46.56
2011-04-11,50.26,50.26,50.26,50.26,000,47.77
2011-04-08,51.29,51.29,51.29,51.29,000,48.75
2011-04-07,50.31,50.31,50.31,50.31,000,47.81
2011-04-06,50.49,50.49,50.49,50.49,000,47.99
2011-04-05,49.88,49.88,49.88,49.88,000,47.41
2011-04-04,48.22,48.22,48.22,48.22,000,45.83
2011-04-01,48.17,48.17,48.17,48.17,000,45.78
2011-03-31,48.27,48.27,48.27,48.27,000,45.88
2011-03-30,48.01,48.01,48.01,48.01,000,45.63
2011-03-29,47.25,47.25,47.25,47.25,000,44.91
2011-03-28,47.25,47.25,47.25,47.25,000,44.91
2011-03-25,47.99,47.99,47.99,47.99,000,45.61
2011-03-24,48.07,48.07,48.07,48.07,000,45.69
2011-03-23,47.86,47.86,47.86,47.86,000,45.49
2011-03-22,46.85,46.85,46.85,46.85,000,44.53
2011-03-21,46.75,46.75,46.75,46.75,000,44.43
2011-03-18,45.52,45.52,45.52,45.52,000,43.26
2011-03-17,44.61,44.61,44.61,44.61,000,42.40
2011-03-16,44.00,44.00,44.00,44.00,000,41.82
2011-03-15,44.49,44.49,44.49,44.49,000,42.28
2011-03-14,46.11,46.11,46.11,46.11,000,43.82
2011-03-11,46.33,46.33,46.33,46.33,000,44.03
2011-03-10,45.66,45.66,45.66,45.66,000,43.39
2011-03-09,47.64,47.64,47.64,47.64,000,45.28
2011-03-08,48.24,48.24,48.24,48.24,000,45.85
2011-03-07,49.07,49.07,49.07,49.07,000,46.64
2011-03-04,49.33,49.33,49.33,49.33,000,46.88
2011-03-03,48.90,48.90,48.90,48.90,000,46.47
2011-03-02,49.25,49.25,49.25,49.25,000,46.81
2011-03-01,49.03,49.03,49.03,49.03,000,46.60
2011-02-28,48.45,48.45,48.45,48.45,000,46.05
2011-02-25,48.01,48.01,48.01,48.01,000,45.63
2011-02-24,47.01,47.01,47.01,47.01,000,44.68
2011-02-23,47.84,47.84,47.84,47.84,000,45.47
